776306,  93,00609,     ,93-609,Ritenour Hollow Rd,093,Warren County,093,Warren County,0.10,93-736 Molly Campbell Lane,93-627 Reliance Rd,800,R,,,,,,,X,,,,,,08/12/2008,,,,,,,,,,,,,,,
776307,  93,00610,     ,93-610,Bucks Mill Rd,093,Warren County,093,Warren County,0.20,SR 55; 93-678,93-616,450,R,,,,,,,X,,,,,,05/26/2011,,,,,,,,,,,,,,,
776308,  93,00610,     ,93-610,Bucks Mill Rd,093,Warren County,093,Warren County,2.15,93-616,2.15 ME 93-616,120,R,,,,,,,X,,,,,,05/26/2011,,,,,,,,,,,,,,,
776309,  93,00610,     ,93-610,Bucks Mill Rd,093,Warren County,093,Warren County,0.05,2.15 ME 93-616,93-626,150,R,,,,,,,X,,,,,,05/26/2011,,,,,,,,,,,,,,,
776310,  93,00611,     ,93-611,Long Meadow Rd,093,Warren County,093,Warren County,2.60,"93-635 W, Bowmans Mill Rd","93-635 E, Bowmans Mill Rd",90,R,,,,,,,X,,,,,,06/01/2011,,,,,,,,,,,,,,,
776311,  93,00611,     ,93-611,Long Meadow Rd,093,Warren County,093,Warren County,0.10,"93-635 E, Bowmans Mill Rd",93-612; 93-840,200,R,,,,,,,X,,,,,,06/01/2011,,,,,,,,,,,,,,,
776312,  93,00611,     ,93-611,Long Meadow Rd,093,Warren County,093,Warren County,3.38,93-612; 93-840,93-637 River Rd,290,R,,,,,,,X,,,,,,08/14/2008,,,,,,,,,,,,,,,
776313,  93,00612,     ,93-612,Gafia Lodge Rd,093,Warren County,093,Warren County,1.20,93-611; 93-840,1.20 ME 93-611,450,R,,,,,,,X,,,,,,06/01/2011,,,,,,,,,,,,,,,
776314,  93,00612,     ,93-612,Gafia Lodge Rd,093,Warren County,093,Warren County,1.00,1.20 ME 93-611,93-842,70,R,,,,,,,X,,,,,,06/01/2011,,,,,,,,,,,,,,,
776315,  93,00612,     ,93-612,Gafia Lodge Rd,093,Warren County,093,Warren County,0.90,93-842,93-626,30,R,,,,,,,X,,,,,,06/01/2011,,,,,,,,,,,,,,,
303714,  93,00613,     ,93-613,Bentonville Browntown Rd,093,Warren County,093,Warren County,3.06,93-631; 93-649 Browntown Rd,93-738 Jennings Lane,230,G,96%,1%,1%,2%,1%,0%,F,0.1185,F,0.5091,240,G,2012,,,,,,,,,,,,,,,
303715,  93,00613,     ,93-613,Bentonville Browntown Rd,093,Warren County,093,Warren County,2.26,93-738 Jennings Lane,"93-672 Bubb Lane, Qual Hollow Rd",1100,G,96%,1%,1%,2%,1%,0%,C,0.0941,F,0.7387,1200,G,2012,,,,,,,,,,,,,,,
303716,  93,00613,     ,93-613,Bentonville Browntown Rd,093,Warren County,093,Warren County,0.31,"93-672 Bubb Lane, Qual Hollow Rd","US 340 E, Stonewall Jackson Hwy",1300,G,96%,1%,1%,2%,1%,0%,F,0.0860,F,0.7167,1300,G,2012,,,,,,,,,,,,,,,
776316,  93,00613,     ,93-613,Indian Hollow Rd,093,Warren County,093,Warren County,0.84,"US 340 W, Stonewall Jackson Hwy",93-628 Rocky Hollow Rd,420,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776317,  93,00613,     ,93-613, ,093,Warren County,093,Warren County,4.81,93-628 Rocky Hollow Rd,4.69 MS of GW Natl For Bndy,260,R,,,,,,,X,,,,,,05/24/2011,,,,,,,,,,,,,,,
776318,  93,00613,     ,93-613, ,093,Warren County,093,Warren County,1.04,4.69 MS of Bndy,93-608 Wilson Burke Rd,380,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776319,  93,00613,     ,93-613, ,093,Warren County,093,Warren County,0.49,93-608 Wilson Burke Rd,93-619 Mountain Rd,170,R,,,,,,,X,,,,,,05/24/2011,,,,,,,,,,,,,,,
776320,  93,00614,     ,93-614, ,093,Warren County,093,Warren County,1.30,"93-626, S Toten Lane","SR 55 W, Strasburg Rd",20,R,,,,,,,X,,,,,,05/24/2011,,,,,,,,,,,,,,,
776321,  93,00614,     ,93-614, ,093,Warren County,093,Warren County,0.70,"SR 55 E, Strasburg Rd",93-626 NORTH,180,R,,,,,,,X,,,,,,05/26/2011,,,,,,,,,,,,,,,
303717,  93,00615,     ,93-615,Stokes Airport Rd,093,Warren County,093,Warren County,1.90,"93-619 S, Rivermont Dr","93-626 E, Toten Lane",1100,G,96%,1%,1%,2%,0%,0%,C,0.1111,F,0.5081,1100,G,2012,,,,,,,,,,,,,,,
776322,  93,00615,     ,93-615, ,093,Warren County,093,Warren County,0.10,"93-626 E,Toten Lane",93-626 WEST,100,R,,,,,,,X,,,,,,05/24/2011,,,,,,,,,,,,,,,
776323,  93,00615,     ,93-615, ,093,Warren County,093,Warren County,0.27,93-626 WEST,0.27 MN 93-626,470,R,,,,,,,X,,,,,,1988,,,,,,,,,,,,,,,
776324,  93,00615,     ,93-615, ,093,Warren County,093,Warren County,0.19,0.27 MN 93-626,93-660,40,R,,,,,,,X,,,,,,05/24/2011,,,,,,,,,,,,,,,
776325,  93,00615,     ,93-615, ,093,Warren County,093,Warren County,1.50,93-660,"93-619 N, Mountain Rd",550,R,,,,,,,X,,,,,,05/24/2011,,,,,,,,,,,,,,,
776326,  93,00616,     ,93-616, ,093,Warren County,093,Warren County,0.70,93-678 Fort Valley Rd,SR 55 Strasburg Rd,150,R,,,,,,,X,,,,,,05/26/2011,,,,,,,,,,,,,,,
776327,  93,00616,     ,93-616, ,093,Warren County,093,Warren County,0.90,SR 55 Strasburg Rd,93-610 Bucks Mill Rd,210,R,,,,,,,X,,,,,,05/26/2011,,,,,,,,,,,,,,,
776328,  93,00617,     ,93-617,Ridgeway Rd,093,Warren County,093,Warren County,1.70,93-618,93-626,250,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776329,  93,00618,     ,93-618, ,093,Warren County,093,Warren County,0.89,Dead End,"93-619 W, Rivermont Dr",860,R,,,,,,,X,,,,,,05/24/2011,,,,,,,,,,,,,,,
776330,  93,00618,     ,93-618, ,093,Warren County,093,Warren County,0.50,"93-619 E, Rivermont Dr",93-617 Ridgeway Rd,600,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776331,  93,00618,     ,93-618, ,093,Warren County,093,Warren County,0.80,93-617 Ridgeway Rd,93-615 Stokes Airport Rd,370,R,,,,,,,X,,,,,,05/24/2011,,,,,,,,,,,,,,,
303718,  93,00619,     ,93-619,Rivermont Dr,093,Warren County,093,Warren County,2.09,US 340 Stonewall Jackson Hwy,93-677 Catlett Mountain Rd,4900,G,98%,1%,1%,0%,0%,0%,F,0.0881,F,0.6219,5100,G,2012,,,,,,,,,,,,,,,
303719,  93,00619,     ,93-619,Rivermont Dr,093,Warren County,093,Warren County,0.08,93-677 Catlett Mountain Rd,"93-615 S, Stokes Airport Rd",4400,G,98%,1%,1%,0%,0%,0%,F,0.1027,F,0.6010,4600,G,2012,,,,,,,,,,,,,,,
303720,  93,00619,     ,93-619,Rivermont Dr,093,Warren County,093,Warren County,2.22,"93-615 S, Stokes Airport Rd",93-673 McCoys Ford Rd,3300,G,98%,1%,1%,0%,0%,0%,C,0.0939,F,0.6364,3400,G,2012,,,,,,,,,,,,,,,
303721,  93,00619,     ,93-619,Mountain Rd,093,Warren County,093,Warren County,1.93,93-673 McCoys Ford Rd,93-626 Steed Lane,610,G,98%,1%,1%,0%,0%,0%,F,0.0950,F,0.6328,640,G,2012,,,,,,,,,,,,,,,
303722,  93,00619,     ,93-619,Mountain Rd,093,Warren County,093,Warren County,2.43,93-626 Steed Lane,93-678 Fort Valley Rd,790,G,98%,1%,1%,0%,0%,0%,F,0.1009,F,0.6211,820,G,2012,,,,,,,,,,,,,,,
776332,  93,00620,     ,93-620,Bennys Beach Rd,093,Warren County,093,Warren County,0.60,Dead End,93-658 Rockland Rd,310,R,,,,,,,X,,,,,,07/30/2008,,,,,,,,,,,,,,,
776333,  93,00621,     ,93-621,Punch Run Rd,093,Warren County,093,Warren County,0.60,93-660,SR 55 Strasburg Rd,1400,R,,,,,,,X,,,,,,05/26/2011,,,,,,,,,,,,,,,
776334,  93,00622,     ,93-622, ,093,Warren County,093,Warren County,1.00,93-634 Smith Run Rd,1.00 MN 93-634,80,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
776335,  93,00622,     ,93-622, ,093,Warren County,093,Warren County,0.10,1.00 MN 93-634,Dead End; Gap,20,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
776336,  93,00622,     ,93-622, ,093,Warren County,093,Warren County,0.39,Dead End; Gap,0.39 ME of Dead End,30,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
776337,  93,00622,     ,93-622, ,093,Warren County,093,Warren County,0.50,0.39 ME of Dead End,0.89 ME of Dead End,60,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
776338,  93,00622,     ,93-622, ,093,Warren County,093,Warren County,0.50,0.89 ME of Dead End,93-649 Browntown Rd,230,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776339,  93,00622,     ,93-622, ,093,Warren County,093,Warren County,0.70,93-649 Browntown Rd,93-631,220,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
776340,  93,00622,     ,93-622, ,093,Warren County,093,Warren County,2.79,93-631,2.79 MN 93-631,180,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776341,  93,00622,     ,93-622, ,093,Warren County,093,Warren County,0.36,2.79 MN 93-631,93-654 Maple St,160,R,,,,,,,X,,,,,,05/24/2011,,,,,,,,,,,,,,,
776342,  93,00622,     ,93-622, ,093,Warren County,093,Warren County,0.06,93-654 Maple St,93-674 Limeton Church Rd,300,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776343,  93,00623,     ,93-623,Downing Farm Rd,093,Warren County,093,Warren County,1.72,Dead End,1.72 MN Dead End,490,R,,,,,,,X,,,,,,05/24/2011,,,,,,,,,,,,,,,
776344,  93,00623,     ,93-623,Downing Farm Rd,093,Warren County,093,Warren County,0.38,1.72 MN Dead End,93-673 McCoys Ford Rd,440,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
303723,  93,00624,     ,93-624,Happy Creek Rd,093,Warren County,093,Warren County,0.50,NCL Front Royal,93-647 Dismal Hollow Rd,3600,G,87%,1%,1%,12%,0%,0%,F,0.0942,F,0.5414,3800,G,2012,,,,,,,,,,,,,,,
303724,  93,00624,     ,93-624,Happy Creek Rd,093,Warren County,093,Warren County,0.40,93-647 Dismal Hollow Rd,93-645 Manassas Run Rd,3200,G,87%,1%,1%,12%,0%,0%,F,0.0944,F,0.5762,3300,G,2012,,,,,,,,,,,,,,,
303725,  93,00624,     ,93-624,Morgan Ford Rd,093,Warren County,093,Warren County,1.28,93-645 Manassas Run Rd,93-643 .,3500,F,87%,1%,1%,12%,0%,0%,C,0.0873,F,0.5162,3600,F,2012,,,,,,,,,,,,,,,
303726,  93,00624,     ,93-624,Morgan Ford Rd,093,Warren County,093,Warren County,1.80,93-643 .,93-661 Fairground Rd,1300,G,87%,1%,1%,12%,0%,0%,F,0.0976,F,0.6192,1400,G,2012,,,,,,,,,,,,,,,
776345,  93,00624,     ,93-624, ,093,Warren County,093,Warren County,3.60,93-661 Fairground Rd,Clarke County Line,430,F,97%,1%,1%,1%,0%,0%,C,0.1094,F,0.5357,440,F,2012,,,,,,,,,,,,,,,
776346,  93,00625,     ,93-625,Pine Hills Rd,093,Warren County,093,Warren County,0.25,93-637 Guard Hill Rd,Dead End,60,R,,,,,,,X,,,,,,06/01/2011,,,,,,,,,,,,,,,
776347,  93,00626,     ,93-626, ,093,Warren County,093,Warren County,1.60,93-619 Mountain Rd,93-615 WEST,90,R,,,,,,,X,,,,,,05/24/2011,,,,,,,,,,,,,,,
303727,  93,00626,     ,93-626,Totten Lane,093,Warren County,093,Warren County,1.80,"93-615 E, Wakeman Mill Rd","SR 55 W, Strasburg Rd",1400,G,97%,0%,0%,2%,0%,0%,C,0.1069,F,0.5988,1500,G,2012,,,,,,,,,,,,,,,
776348,  93,00626,     ,93-626, ,093,Warren County,093,Warren County,1.00,"SR 55 E, Strasburg Rd",93-614,320,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776349,  93,00626,     ,93-626, ,093,Warren County,093,Warren County,0.10,93-614,93-610 Bucks Mill Rd,200,R,,,,,,,X,,,,,,05/25/2011,,,,,,,,,,,,,,,
776350,  93,00626,     ,93-626, ,093,Warren County,093,Warren County,0.50,93-610 Bucks Mill Rd,Dead End,80,R,,,,,,,X,,,,,,05/26/2011,,,,,,,,,,,,,,,
776351,  93,00626,     ,93-626, ,093,Warren County,093,Warren County,0.20,Dead End; Gap,93-612 Gafia Lodge Rd,80,R,,,,,,,X,,,,,,06/01/2011,,,,,,,,,,,,,,,
776352,  93,00626,     ,93-626, ,093,Warren County,093,Warren County,0.70,93-612 Gafia Lodge Rd,93-637 River Rd,120,R,,,,,,,X,,,,,,06/01/2011,,,,,,,,,,,,,,,
303728,  93,00627,     ,93-627,Reliance Rd,093,Warren County,093,Warren County,0.79,Frederick County Line,93-637 River Rd,1800,G,97%,0%,1%,1%,1%,0%,F,0.0964,F,0.5066,1900,G,2012,,,,,,,,,,,,,,,
303729,  93,00627,     ,93-627,Reliance Rd,093,Warren County,093,Warren County,3.48,93-637 River Rd,93-609 Ritenour Hollow Rd,1700,G,97%,0%,1%,1%,1%,0%,C,0.0986,F,0.5112,1700,G,2012,,,,,,,,,,,,,,,
303730,  93,00627,     ,93-627,Reliance Rd,093,Warren County,093,Warren County,0.33,93-609 Ritenour Hollow Rd,US 522 Winchester Rd,2400,G,99%,0%,1%,0%,0%,0%,C,0.1046,F,0.5957,2500,G,2012,,,,,,,,,,,,,,,
776353,  93,00628,     ,93-628,Rocky Hollow Rd,093,Warren County,093,Warren County,0.80,US 340 Stonewall Jackson Hwy,"93-629 S, Acorn Hill Rd",90,R,,,,,,,X,,,,,,05/24/2011,,,,,,,,,,,,,,,
776354,  93,00628,     ,93-628,Rocky Hollow Rd,093,Warren County,093,Warren County,0.30,"93-629 S, Acorn Hill Rd","93-629 N, Acorn Hill Rd",120,R,,,,,,,X,,,,,,05/24/2011,,,,,,,,,,,,,,,
776355,  93,00628,     ,93-628,Rocky Hollow Rd,093,Warren County,093,Warren County,1.10,"93-629 N, Acorn Hill Rd",93-613 Indian Hollow Rd,100,R,,,,,,,X,,,,,,05/24/2011,,,,,,,,,,,,,,,
776356,  93,00629,     ,93-629,Acorn Hill Rd,093,Warren County,093,Warren County,0.65,Dead End,"93-628 N, Rocky Hollow Rd",60,R,,,,,,,X,,,,,,05/24/2011,,,,,,,,,,,,,,,
776357,  93,00629,     ,93-629,Acorn Hill Rd,093,Warren County,093,Warren County,1.00,"93-628 S, Rocky Hollow Rd",US 340 Stonewall Jackson Hwy,140,R,,,,,,,X,,,,,,01/26/2006,,,,,,,,,,,,,,,
776358,  93,00630,     ,93-630,Thompson Hollow Rd,093,Warren County,093,Warren County,1.85,Dead End,1.85 MN Dead End,440,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776359,  93,00630,     ,93-630,Thompson Hollow Rd,093,Warren County,093,Warren County,0.40,1.85 MN Dead End,93-613 Bentonville Browntown Rd,440,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776360,  93,00631,     ,93-631, ,093,Warren County,093,Warren County,1.20,93-622,"93-613 W, Bentonville Browntown Rd",90,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
776361,  93,00631,     ,93-631, ,093,Warren County,093,Warren County,5.70,93-613 MID,93-632 Fetchett Rd,120,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
776362,  93,00631,     ,93-631, ,093,Warren County,093,Warren County,0.40,93-632 Fetchett Rd,93-634 Smith Run Rd,380,R,,,,,,,X,,,,,,08/05/2008,,,,,,,,,,,,,,,
776363,  93,00631,     ,93-631, ,093,Warren County,093,Warren County,0.10,93-634 Smith Run Rd,93-613 E; 93-649,500,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
776364,  93,00632,     ,93-632,Fetchett Rd,093,Warren County,093,Warren County,0.40,Dead End,93-633 Broad Run Rd,30,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
776365,  93,00632,     ,93-632,Fetchett Rd,093,Warren County,093,Warren County,0.70,93-633 Broad Run Rd,93-631,110,R,,,,,,,X,,,,,,06/20/2002,,,,,,,,,,,,,,,
776366,  93,00633,     ,93-633,Broad Run Rd,093,Warren County,093,Warren County,0.40,Dead End,93-632 Fetchett Rd,30,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
776367,  93,00634,     ,93-634,Smith Run Rd,093,Warren County,093,Warren County,1.00,93-631,93-622,230,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
776368,  93,00634,     ,93-634,Smith Run Rd,093,Warren County,093,Warren County,1.20,93-622,Dead End,70,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
776369,  93,00635,     ,93-635,Bowmans Mill Rd,093,Warren County,093,Warren County,0.20,Shenandoah County Line,"93-611 W, Long Meadow Rd",110,R,,,,,,,X,,,,,,06/01/2011,,,,,,,,,,,,,,,
776370,  93,00635,     ,93-635,Bowmans Mill Rd,093,Warren County,093,Warren County,1.90,"93-611 W, Long Meadow Rd","93-611 E, Long Meadow Rd",40,R,,,,,,,X,,,,,,06/01/2011,,,,,,,,,,,,,,,
776371,  93,00636,     ,93-636,Crassland Rd,093,Warren County,093,Warren County,1.00,Dead End,93-638,60,R,,,,,,,X,,,,,,05/11/2011,,,,,,,,,,,,,,,
776372,  93,00637,     ,93-637, ,093,Warren County,093,Warren County,0.15,Dead End,US 522 Winchester Rd,1200,R,,,,,,,X,,,,,,08/12/2008,,,,,,,,,,,,,,,
303731,  93,00637,     ,93-637,Guard Hill Rd,093,Warren County,093,Warren County,1.76,US 522 Winchester Rd,93-625 Pine Hills Rd,1100,G,93%,1%,2%,3%,1%,0%,F,0.1160,F,0.5612,1100,G,2012,,,,,,,,,,,,,,,
303732,  93,00637,     ,93-637,Guard Hill Rd,093,Warren County,093,Warren County,2.51,93-625 Pine Hills Rd,93-626 Catletts Ford Rd,500,G,93%,1%,2%,3%,1%,0%,C,0.1146,F,0.5763,520,G,2012,,,,,,,,,,,,,,,
303733,  93,00637,     ,93-637,River Rd,093,Warren County,093,Warren County,1.01,93-626 Catletts Ford Rd,93-627 Chapel Rd; Reliance Rd,490,G,93%,1%,2%,3%,1%,0%,F,0.1077,F,0.5750,510,G,2012,,,,,,,,,,,,,,,
776373,  93,00637,     ,93-637, ,093,Warren County,093,Warren County,1.21,93-627 Reliance Rd,93-854 Buckhorn Rd,200,R,,,,,,,X,,,,,,04/27/2011,,,,,,,,,,,,,,,
776374,  93,00637,     ,93-637, ,093,Warren County,093,Warren County,0.50,93-854 Buckhorn Rd,Frederick County Line,80,R,,,,,,,X,,,,,,04/27/2011,,,,,,,,,,,,,,,
776375,  93,00638,     ,93-638, ,093,Warren County,093,Warren County,1.20,Fauquier County Line; 30-638,93-636 Crassland Rd,330,R,,,,,,,X,,,,,,05/11/2011,,,,,,,,,,,,,,,
776376,  93,00638,     ,93-638, ,093,Warren County,093,Warren County,0.60,93-636 Crassland Rd,SR 55 John Marshall Hwy,560,R,,,,,,,X,,,,,,07/30/2008,,,,,,,,,,,,,,,
776377,  93,00638,     ,93-638, ,093,Warren County,093,Warren County,0.20,SR 55 John Marshall Hwy,FR-283,3700,R,,,,,,,X,,,,,,05/11/2011,,,,,,,,,,,,,,,
776378,  93,00638,     ,93-638, ,093,Warren County,093,Warren County,2.39,FR-283,93-1133,2400,R,,,,,,,X,,,,,,05/11/2011,,,,,,,,,,,,,,,
776379,  93,00638,     ,93-638, ,093,Warren County,093,Warren County,6.38,93-1133,93-688,330,R,,,,,,,X,,,,,,05/11/2011,,,,,,,,,,,,,,,
776380,  93,00638,     ,93-638, ,093,Warren County,093,Warren County,1.70,93-688,93-603 Howellsville Rd,1400,R,,,,,,,X,,,,,,05/11/2011,,,,,,,,,,,,,,,
303734,  93,00638,     ,93-638,Howellsville Rd,093,Warren County,093,Warren County,2.90,93-603 Howellsville Rd,Clarke County Line; 21-638,1700,G,98%,1%,1%,1%,0%,0%,C,0.1073,F,0.7083,1700,G,2012,,,,,,,,,,,,,,,
776381,  93,00639,     ,93-639, ,093,Warren County,093,Warren County,0.36,Frederick County Line,"93-802 S, Zion Church Rd",370,R,,,,,,,X,,,,,,04/27/2011,,,,,,,,,,,,,,,
776382,  93,00639,     ,93-639, ,093,Warren County,093,Warren County,0.03,"93-802 N, Zion Church Rd",US 522 Winchester Rd,320,R,,,,,,,X,,,,,,08/12/2008,,,,,,,,,,,,,,,
776383,  93,00639,     ,93-639, ,093,Warren County,093,Warren County,3.03,US 522 Winchester Rd,"93-658 N, Rockland Rd",250,R,,,,,,,X,,,,,,04/27/2011,,,,,,,,,,,,,,,
776384,  93,00639,     ,93-639, ,093,Warren County,093,Warren County,0.05,"93-658 N, Rockland Rd","93-658 S, Rockland Rd",590,R,,,,,,,X,,,,,,07/30/2008,,,,,,,,,,,,,,,
776385,  93,00639,     ,93-639, ,093,Warren County,093,Warren County,1.00,"93-658 S, Rockland Rd",93-624,210,R,,,,,,,X,,,,,,04/27/2011,,,,,,,,,,,,,,,
776386,  93,00640,     ,93-640,Bunker Hill Rd,093,Warren County,093,Warren County,0.20,93-735 Bowman Hollow Rd,Frederick County Line,110,R,,,,,,,X,,,,,,04/27/2011,,,,,,,,,,,,,,,
776387,  93,00641,     ,93-641,Double Church Rd,093,Warren County,093,Warren County,0.10,93-639,Frederick County Line,1000,R,,,,,,,X,,,,,,04/27/2011,,,,,,,,,,,,,,,
776388,  93,00642,     ,93-642,Milldale Hollow Rd,093,Warren County,093,Warren County,1.00,Dead End,1.00 MW Dead End,70,R,,,,,,,X,,,,,,04/27/2011,,,,,,,,,,,,,,,
776389,  93,00642,     ,93-642,Milldale Hollow Rd,093,Warren County,093,Warren County,0.20,1.00 MW Dead End,93-624,130,R,,,,,,,X,,,,,,04/27/2011,,,,,,,,,,,,,,,
303735,  93,00643,     ,93-643,.,093,Warren County,093,Warren County,1.22,93-624 Morgan Ford Rd,93-603 Howellsville Rd,2300,G,96%,1%,1%,1%,0%,0%,C,0.0937,F,0.5789,2400,G,2012,,,,,,,,,,,,,,,
776390,  93,00644,     ,93-644,Stonebridge Rd,093,Warren County,093,Warren County,0.40,Clarke County Line,93-624,60,R,,,,,,,X,,,,,,05/11/2011,,,,,,,,,,,,,,,
776391,  93,00645,     ,93-645,Manassas Run Rd,093,Warren County,093,Warren County,0.29,93-624 Morgan Ford Rd,Dead End,45,R,,,,,,,X,,,,,,05/11/2011,,,,,,,,,,,,,,,
776392,  93,00646,     ,93-646,Esteppe Rd,093,Warren County,093,Warren County,0.80,Dead End,93-660,330,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
776393,  93,00647,     ,93-647,Dismal Hollow Rd,093,Warren County,093,Warren County,1.51,SR 55 John Marshall Hwy,93-603,2700,G,,,,,,,X,,,,2700,G,2012,,,,,,,,,,,,,,,
776394,  93,00647,     ,93-647,Dismal Hollow Rd,093,Warren County,093,Warren County,1.57,93-603,93-624 Happy Creek Rd,2200,F,98%,0%,1%,1%,0%,0%,C,0.0958,F,0.7059,2200,F,2012,,,,,,,,,,,,,,,
776395,  93,00648,     ,93-648,Spangler Lane,093,Warren County,093,Warren County,0.22,Dead End,93-674 Limeton Church Rd,50,R,,,,,,,X,,,,,,05/24/2011,,,,,,,,,,,,,,,
303736,  93,00649,     ,93-649,Browntown Rd,093,Warren County,093,Warren County,1.73,93-613 Bentonville Browntown Rd; 93-631,93-622 Liberty Hall Rd,840,G,98%,1%,1%,1%,0%,0%,F,0.1031,F,0.6379,870,G,2012,,,,,,,,,,,,,,,
303737,  93,00649,     ,93-649,Browntown Rd,093,Warren County,093,Warren County,2.52,93-622 Liberty Hall Rd,93-605 Poor House Rd,1200,G,98%,1%,1%,1%,0%,0%,F,0.0865,F,0.6800,1200,G,2012,,,,,,,,,,,,,,,
303738,  93,00649,     ,93-649,Browntown Rd,093,Warren County,093,Warren County,2.20,93-605 Poor House Rd,"93-650 Snake Rd, Hickory Hill Rd",1700,G,98%,1%,1%,1%,0%,0%,C,0.0875,F,0.7205,1800,G,2012,,,,,,,,,,,,,,,
303739,  93,00649,     ,93-649,Browntown Rd,093,Warren County,093,Warren County,0.60,"93-650 Snake Rd, Hickory Hill Rd",93-1010 Park Ridge Court,2000,G,98%,1%,1%,1%,0%,0%,F,0.0899,F,0.6954,2100,G,2012,,,,,,,,,,,,,,,
303740,  93,00649,     ,93-649,Browntown Rd,093,Warren County,093,Warren County,0.19,93-1010 Park Ridge Court,93-745 Old Browntown Rd,2200,G,98%,1%,1%,1%,0%,0%,F,0.0864,F,0.7146,2300,G,2012,,,,,,,,,,,,,,,
303741,  93,00649,     ,93-649,Browntown Rd,093,Warren County,093,Warren County,0.19,93-745 Old Browntown Rd,US 340 Stonewall Jackson Hwy,2500,G,98%,1%,1%,1%,0%,0%,F,0.0841,F,0.6667,2600,G,2012,,,,,,,,,,,,,,,
776397,  93,00650,     ,93-650, ,093,Warren County,093,Warren County,0.32,93-649 Browntown Rd,US 340 Stonewall Jackson Hwy,90,R,,,,,,,X,,,,,,05/17/2011,,,,,,,,,,,,,,,
776400,  93,00652,     ,93-652,Little Loop Rd,093,Warren County,093,Warren County,0.18,93-656,93-656,60,R,,,,,,,X,,,,,,05/11/2011,,,,,,,,,,,,,,,
776401,  93,00654,     ,93-654,Maple St,093,Warren County,093,Warren County,0.17,93-622,93-737,30,R,,,,,,,X,,,,,,05/24/2011,,,,,,,,,,,,,,,
776402,  93,00655,     ,93-655,Country Club Dr,093,Warren County,093,Warren County,0.85,Dead End,US 522 Winchester Rd,6100,R,,,,,,,X,,,,,,07/30/2008,,,,,,,,,,,,,,,
776403,  93,00656,     ,93-656, ,093,Warren County,093,Warren County,1.00,SCL Front Royal,ECL Front Royal,100,R,,,,,,,X,,,,,,05/11/2011,,,,,,,,,,,,,,,
776404,  93,00657,     ,93-657,Station Lane,093,Warren County,093,Warren County,0.07,Dead End,93-638,40,R,,,,,,,X,,,,,,07/30/2008,,,,,,,,,,,,,,,
303742,  93,00658,     ,93-658,Rockland Rd,093,Warren County,093,Warren County,3.00,US 522 Winchester Rd,93-661 Fairground Rd,390,G,88%,1%,1%,2%,8%,0%,C,0.1253,F,0.6218,400,G,2012,,,,,,,,,,,,,,,
303743,  93,00658,     ,93-658,Rockland Rd,093,Warren County,093,Warren County,1.60,93-661 Fairground Rd,"93-639 W, Ashby Station Rd",420,G,98%,1%,1%,0%,0%,0%,C,0.1179,F,0.5000,440,G,2012,,,,,,,,,,,,,,,
303744,  93,00658,     ,93-658,Rockland Rd,093,Warren County,093,Warren County,1.05,"93-639 E, Ashby Station Rd",Clarke County Line,300,G,98%,1%,1%,0%,0%,0%,F,0.1113,F,0.6216,310,G,2012,,,,,,,,,,,,,,,
776405,  93,00659,     ,93-659, ,093,Warren County,093,Warren County,0.50,93-603 Howellsville Rd,Dead End,120,R,,,,,,,X,,,,,,05/11/2011,,,,,,,,,,,,,,,
776406,  93,00660,     ,93-660, ,093,Warren County,093,Warren County,0.30,93-615,"93-626 S, Toten Lane",820,R,,,,,,,X,,,,,,08/07/2008,,,,,,,,,,,,,,,
